,timestamp,tweet_text,followers_count,scaled_followers_count,neg,neu,pos,compound
1733,2020-09-25 14:05:00,$rkt $tsla $dkng $gevo $mara $uavs $sunw $ino $msft $aal $fb $srne $je $wkhs $spaq $penn $evfm $pola $vxrt $ibio $gme $novn $lca $xspa $aapl $spy $nkla $idex $cbat  WE ALERTED $NIO at $6.10 RAN TO $18 (200% GAIN!)  Daily Alerts   $15 ONE TIME FEE!  BEAT THAT  \xf0\x9f\x91\x87\xf0\x9f\x91\x87 \xf0\x9f\x9a\xa8LINK IN BIO\xf0\x9f\x9a\xa8',4233,0.0006347770549913676,0.0,1.0,0.0,0.0
1735,2020-09-25 14:03:00,"You know what's cool about dividends?  In the future  $JNJ will cover my medical bills\xf0\x9f\x92\x8a $T will cover my phone bill\xe2\x98\x8e\xef\xb8\x8f $KO will cover my food&amp;beverage needs\xf0\x9f\x8d\xba $MSFT will cover my office360 on my computer\xf0\x9f\x96\xa5\xef\xb8\x8f $AAPL will purchase the next phone for me\xf0\x9f\x93\xb1""",959,0.00014381081874243365,0.0,0.948,0.052000000000000005,0.3182457606025238
1737,2020-09-25 14:02:00,$ORCL $WMT $MSFT $SPY $DIA $QQQ ',528,7.917842783733572e-05,0.0,1.0,0.0,0.0
1738,2020-09-25 14:02:00,Don\xe2\x80\x99t be a tease. $MSFT ',8,1.1996731490505412e-06,0.434,0.5660000000000001,0.0,-0.318200381735996
1736,2020-09-25 14:02:00,$MSFT Oct 2 205P entry 4.50',4357,0.0006533719888016508,0.0,1.0,0.0,0.0
1741,2020-09-25 14:00:00,Notable activity on social media in the past 2 weeks  $PECK - Up $NVDA - Up $GOOG - Down $MSFT - Up $TSLA - Up $WEC - Up $CBAT - Up $BIGC - Up $ADBE - Up $FSLY - Up',721,0.00010812054255818004,0.0,1.0,0.0,0.0
1740,2020-09-25 14:00:00,$HPMM Hemp Naturals Launches an Additional Ten Strains of CBD Hemp Flower   $ENRT $LEAS $TLSS $ROTH $CBDL $WCVC $HEMP $CELZ $SGMD $CDIX $CRGP $APRU $PCTL $ITOX $VBIV $IDEX $PLYZ $IGEN $AAPL $SBUX $AMZN $MSFT $NFLX $TSLA',354,5.308553684548645e-05,0.059000000000000004,0.941,0.0,-0.29601571331890625
1739,2020-09-25 14:00:00,"Highest market cap in billions among #stocks $SPX $SPY 1. \xf0\x9f\x87\xba\xf0\x9f\x87\xb8 APPLE INC. $AAPL: 1850.83 2. \xf0\x9f\x87\xba\xf0\x9f\x87\xb8 MICROSOFT CORPORATIO. $MSFT: 1537.67 3. \xf0\x9f\x87\xba\xf0\x9f\x87\xb8 , INC. $AMZN: 1512.58 4. \xf0\x9f\x87\xba\xf0\x9f\x87\xb8 ALPHABET INC. $GOOGL: 969.74 5. \xf0\x9f\x87\xba\xf0\x9f\x87\xb8 FACEBOOK, INC. $FB: 710.87'",1959,0.00029376996237375126,0.0,1.0,0.0,0.0
1742,2020-09-25 13:59:00,"$MSFT #Options Power, #Options #maxpain Chart, Open Interest Chart Update #OptionsTrading #OptionsFlow #optionstrade #optiontrading #stocks #stock #StockMarket #Investment #investing #invest #investor #investors #UOA   '",4554,0.0006829139400970206,0.0,0.88,0.12,0.4591133209157165
1743,2020-09-25 13:58:00,$vray very solid co sells mri systems. Expecting new 52 week high. News out soon. $ino $nio $tsla $wkhs $nkla $solo $blnk $dphc $uavs $mrna $mark $tnxp $bmra $msft $aapl $pton $nflx $amzn $ge $gm $f $baba',2928,0.00043908037255249813,0.0,0.95,0.05,0.22479866135971246
