Datetime,Open,High,Low,Close,Adj Close,Volume,Percent Price Change Within Period,Change in Close Price
2020-09-17 09:30:00-04:00,98.69999694824219,99.34329986572266,98.05999755859375,98.76000213623047,98.76000213623047,1680691,0.06079553175644746,
2020-09-17 10:00:00-04:00,98.7699966430664,98.98359680175781,98.3499984741211,98.84030151367188,98.84030151367188,1272657,0.07118039181426267,0.08029937744140625
2020-09-17 10:30:00-04:00,98.85459899902344,98.91500091552734,98.47000122070312,98.5999984741211,98.5999984741211,861665,-0.2575505110337445,-0.24030303955078125
2020-09-17 11:00:00-04:00,98.5999984741211,98.95999908447266,98.4000015258789,98.44000244140625,98.44000244140625,743881,-0.16226778416922275,-0.15999603271484375
2020-09-17 11:30:00-04:00,98.44000244140625,98.63500213623047,98.11000061035156,98.16600036621094,98.16600036621094,1000525,-0.27834423852072215,-0.2740020751953125
2020-09-17 12:00:00-04:00,98.16000366210938,98.2520980834961,97.87000274658203,98.02999877929688,98.02999877929688,1684533,-0.13244180721509388,-0.1360015869140625
2020-09-17 12:30:00-04:00,98.0199966430664,98.3499984741211,97.88500213623047,98.27999877929688,98.27999877929688,904709,0.26525417785643274,0.25
2020-09-17 13:00:00-04:00,98.2699966430664,98.27780151367188,97.92220306396484,98.16000366210938,98.16000366210938,932488,-0.11192936268894438,-0.1199951171875
2020-09-17 13:30:00-04:00,98.1500015258789,98.24500274658203,98.05500030517578,98.11499786376953,98.11499786376953,488609,-0.03566343511481831,-0.04500579833984375
2020-09-17 14:00:00-04:00,98.12000274658203,98.4000015258789,98.06999969482422,98.08000183105469,98.08000183105469,671027,-0.0407673404072924,-0.03499603271484375
2020-09-17 14:30:00-04:00,98.07499694824219,98.12000274658203,97.91999816894531,97.93000030517578,97.93000030517578,626459,-0.1478426179742084,-0.15000152587890625
2020-09-17 15:00:00-04:00,97.94000244140625,98.06999969482422,97.70999908447266,97.72000122070312,97.72000122070312,1311208,-0.22462856362980313,-0.20999908447265625
2020-09-17 15:30:00-04:00,97.72000122070312,98.58999633789062,97.70999908447266,98.55999755859375,98.55999755859375,2787671,0.8595950955766688,0.839996337890625
2020-09-18 09:30:00-04:00,97.88999938964844,98.61000061035156,97.70999908447266,97.81999969482422,97.81999969482422,3918795,-0.07150852514115041,-0.7399978637695312
2020-09-18 10:00:00-04:00,97.81999969482422,98.68499755859375,97.50499725341797,98.68499755859375,98.68499755859375,1243148,0.8842750628379927,0.8649978637695312
2020-09-18 10:30:00-04:00,98.69000244140625,98.81999969482422,98.38999938964844,98.54499816894531,98.54499816894531,874149,-0.14692903928848186,-0.1399993896484375
2020-09-18 11:00:00-04:00,98.54000091552734,98.83999633789062,98.40499877929688,98.62999725341797,98.62999725341797,768291,0.09132975142528532,0.08499908447265625
2020-09-18 11:30:00-04:00,98.62000274658203,99.48999786376953,98.52999877929688,99.32929992675781,99.32929992675781,970608,0.719222429955128,0.6993026733398438
2020-09-18 12:00:00-04:00,99.33999633789062,99.41000366210938,99.02999877929688,99.12000274658203,99.12000274658203,2460178,-0.22145520376336375,-0.20929718017578125
2020-09-18 12:30:00-04:00,99.12999725341797,99.18000030517578,98.69000244140625,98.75,98.75,610686,-0.38333225456118586,-0.37000274658203125
2020-09-18 13:00:00-04:00,98.75,99.0,98.56500244140625,98.61000061035156,98.61000061035156,658083,-0.14177153382120253,-0.1399993896484375
2020-09-18 13:30:00-04:00,98.5999984741211,98.6050033569336,98.0250015258789,98.36499786376953,98.36499786376953,913812,-0.2383373367021315,-0.24500274658203125
2020-09-18 14:00:00-04:00,98.36000061035156,98.69999694824219,98.16000366210938,98.52999877929688,98.52999877929688,701676,0.1728326229060857,0.16500091552734375
2020-09-18 14:30:00-04:00,98.52999877929688,98.54499816894531,98.29000091552734,98.38999938964844,98.38999938964844,731926,-0.14208808625079794,-0.1399993896484375
2020-09-18 15:00:00-04:00,98.38999938964844,98.5999984741211,98.31999969482422,98.58999633789062,98.58999633789062,628336,0.2032695898799132,0.1999969482421875
2020-09-18 15:30:00-04:00,98.58000183105469,98.8949966430664,98.33000183105469,98.33999633789062,98.33999633789062,1749601,-0.2434626584562062,-0.25
2020-09-21 09:30:00-04:00,95.19999694824219,96.05000305175781,94.5,95.66500091552734,95.66500091552734,4984674,0.4884495611254768,-2.6749954223632812
2020-09-21 10:00:00-04:00,95.66999816894531,95.90859985351562,94.6500015258789,94.8499984741211,94.8499984741211,2470875,-0.8571126899952135,-0.81500244140625
2020-09-21 10:30:00-04:00,94.83999633789062,94.83999633789062,93.94999694824219,94.16999816894531,94.16999816894531,3064006,-0.7064510700298643,-0.6800003051757812
2020-09-21 11:00:00-04:00,94.16500091552734,94.51000213623047,93.88500213623047,93.94499969482422,93.94499969482422,1973945,-0.23363374774506893,-0.22499847412109375
2020-09-21 11:30:00-04:00,93.95999908447266,94.4800033569336,93.91000366210938,94.29000091552734,94.29000091552734,1480760,0.3512152344297137,0.345001220703125
2020-09-21 12:00:00-04:00,94.29000091552734,94.52999877929688,94.18000030517578,94.30999755859375,94.30999755859375,1119980,0.021207596640412454,0.01999664306640625
2020-09-21 12:30:00-04:00,94.31500244140625,94.33999633789062,93.81999969482422,94.05500030517578,94.05500030517578,1421186,-0.2756742082385001,-0.25499725341796875
2020-09-21 13:00:00-04:00,94.05000305175781,94.31999969482422,93.88999938964844,94.30259704589844,94.30259704589844,1056893,0.26857414773460125,0.24759674072265625
2020-09-21 13:30:00-04:00,94.30000305175781,94.44000244140625,93.83499908447266,93.92500305175781,93.92500305175781,1212076,-0.3976670072790732,-0.377593994140625
2020-09-21 14:00:00-04:00,93.92500305175781,94.73500061035156,93.8499984741211,94.56999969482422,94.56999969482422,1552349,0.6867145297945616,0.6449966430664062
2020-09-21 14:30:00-04:00,94.56999969482422,94.58000183105469,94.1500015258789,94.33999633789062,94.33999633789062,1184616,-0.24320964119256705,-0.23000335693359375
2020-09-21 15:00:00-04:00,94.33499908447266,95.19000244140625,94.31999969482422,94.87999725341797,94.87999725341797,1205656,0.5777263732809195,0.5400009155273438
2020-09-21 15:30:00-04:00,94.87999725341797,95.33999633789062,94.69999694824219,95.30000305175781,95.30000305175781,2828606,0.442670542261966,0.42000579833984375
2020-09-22 09:30:00-04:00,94.95999908447266,95.66000366210938,94.54000091552734,94.56999969482422,94.56999969482422,2441536,-0.4106986029996793,-0.7300033569335938
2020-09-22 10:00:00-04:00,94.5635986328125,94.91000366210938,94.30999755859375,94.61000061035156,94.61000061035156,1600038,0.049069597826157114,0.04000091552734375
2020-09-22 10:30:00-04:00,94.61000061035156,94.70999908447266,94.01000213623047,94.05660247802734,94.05660247802734,1143582,-0.5849256196534364,-0.5533981323242188
2020-09-22 11:00:00-04:00,94.05999755859375,94.2300033569336,93.80000305175781,94.08000183105469,94.08000183105469,1260617,0.02126756642586136,0.02339935302734375
2020-09-22 11:30:00-04:00,94.08000183105469,94.08000183105469,93.77999877929688,93.81999969482422,93.81999969482422,1063764,-0.27636280949204356,-0.26000213623046875
