,Datetime,Open,High,Low,Close,Adj Close,Volume,Percent Price Change Within Period,Change in Close Price,Scaled Delta Close,Scaled Volume,SMA(3)
0,2020-09-23 09:30:00,192.0,192.9149932861328,191.0,191.0800018310547,191.0800018310547,352855,-0.4791657129923503,,,1.6345211434814892,
1,2020-09-23 10:00:00,191.16000366210938,192.1649932861328,190.58999633789062,191.69000244140625,191.69000244140625,171456,0.27725401189764065,0.6100006103515625,0.0031041450971917403,0.7942312201237398,
2,2020-09-23 10:30:00,191.60000610351562,191.6699981689453,190.04010009765625,190.47999572753906,190.47999572753906,133533,-0.5845565450407424,-1.2100067138671875,-0.006157430574135323,0.6185614823440612,
3,2020-09-23 11:00:00,190.47000122070312,191.3000030517578,190.32000732421875,190.64999389648438,190.64999389648438,132256,0.09449922540436552,0.1699981689453125,0.0008650794338698046,0.6126460680797716,191.08333333333334
4,2020-09-23 11:30:00,190.60000610351562,191.23989868164062,190.27000427246094,190.37010192871094,190.37010192871094,106674,-0.12062128407269075,-0.2798919677734375,-0.0014243023117739724,0.4941432272739351,190.93999735514322
5,2020-09-23 12:00:00,190.25,190.5399932861328,189.61000061035156,189.92999267578125,189.92999267578125,120062,-0.16820358697437582,-0.4401092529296875,-0.002239609201248252,0.5561601154260944,190.50003051757812
6,2020-09-23 12:30:00,189.84500122070312,190.44000244140625,189.6699981689453,190.1300048828125,190.1300048828125,106959,0.1501243963637714,0.20001220703125,0.001017813591164653,0.49546342544568334,190.3166961669922
7,2020-09-23 13:00:00,190.1300048828125,190.1999969482422,189.33999633789062,189.3800048828125,189.3800048828125,86900,-0.3944669335396409,-0.75,-0.0038165680220418846,0.4025446355260416,190.14336649576822
8,2020-09-23 13:30:00,189.3699951171875,189.50999450683594,188.52999877929688,188.6699981689453,188.6699981689453,193717,-0.3696451213451263,-0.7100067138671875,-0.003613051892774067,0.8973502780229943,189.8133341471354
9,2020-09-23 14:00:00,188.64999389648438,188.8000030517578,187.55999755859375,187.8300018310547,187.8300018310547,241637,-0.43466318153163147,-0.839996337890625,-0.004274537549100866,1.1193288618481716,189.3933359781901
10,2020-09-23 14:30:00,187.7899932861328,187.88999938964844,186.4949951171875,186.55999755859375,186.55999755859375,206871,-0.6549847018019412,-1.2700042724609375,-0.0064627435921746435,0.958283213992034,188.62666829427084
11,2020-09-23 15:00:00,186.61000061035156,187.07000732421875,186.13999938964844,186.94000244140625,186.94000244140625,274350,0.17684037831592064,0.3800048828125,0.001933752645282615,1.2708644505934352,187.6866658528646
12,2020-09-23 15:30:00,186.89999389648438,187.19500732421875,185.86500549316406,186.14999389648438,186.14999389648438,570300,-0.40128412225384646,-0.790008544921875,-0.00402016179958489,2.641786025782526,187.11000061035156
13,2020-09-24 09:30:00,188.97999572753906,190.62210083007812,187.0500030517578,190.4250030517578,190.4250030517578,833488,0.7646350708474361,4.2750091552734375,0.021754484314603854,3.860945030786299,186.54999796549478
14,2020-09-24 10:00:00,190.49000549316406,193.47999572753906,190.41009521484375,193.30050659179688,193.30050659179688,543835,1.475406067292948,2.8755035400390625,0.01463273981090843,2.5191928867814135,187.8383331298828
15,2020-09-24 10:30:00,193.3699951171875,194.55999755859375,192.14999389648438,194.52000427246094,194.52000427246094,592043,0.5947195450754914,1.2194976806640625,0.006205727801302276,2.7425055656011996,189.95850118001303
16,2020-09-24 11:00:00,194.52000427246094,194.91000366210938,193.16000366210938,193.3000030517578,193.3000030517578,334904,-0.6271854790802336,-1.220001220703125,-0.006208290194383481,1.5513671877584976,192.74850463867188
17,2020-09-24 11:30:00,193.30999755859375,194.4499969482422,193.25,194.42999267578125,194.42999267578125,226917,0.5793777514523122,1.1299896240234375,0.005750243019049312,1.0511417843459467,193.70683797200522
18,2020-09-24 12:00:00,194.44000244140625,195.9499969482422,194.42999267578125,195.83999633789062,195.83999633789062,265810,0.7200133094558347,1.410003662109375,0.007175166517024788,1.2313048281838563,194.08333333333334
19,2020-09-24 12:30:00,195.8061065673828,195.90390014648438,194.5500030517578,195.55099487304688,195.55099487304688,269703,-0.13028791533023298,-0.28900146484375,-0.0014706583320612243,1.2493382719825086,194.52333068847656
20,2020-09-24 13:00:00,195.5500030517578,197.35870361328125,195.5,197.15020751953125,197.15020751953125,280099,0.8183096102278752,1.599212646484375,0.008138005129356318,1.297495395468455,195.2736612955729
21,2020-09-24 13:30:00,197.1750030517578,197.4593963623047,196.27000427246094,196.33999633789062,196.33999633789062,246161,-0.42348507718699047,-0.810211181640625,-0.0041229681159338375,1.1402852707218174,196.1803995768229
22,2020-09-24 14:00:00,196.3699951171875,196.6300048828125,195.7899932861328,195.92999267578125,195.92999267578125,188246,-0.2240680614895724,-0.410003662109375,-0.0020864091543022754,0.8720071053997149,196.3470662434896
23,2020-09-24 14:30:00,195.9499969482422,196.64999389648438,194.6300048828125,194.84910583496094,194.84910583496094,186186,-0.561822470235627,-1.0808868408203125,-0.005500370869494242,0.8624646203688329,196.47339884440103
24,2020-09-24 15:00:00,194.86000061035156,196.1300048828125,194.61000061035156,194.8800048828125,194.8800048828125,255471,0.010265971671086411,0.0308990478515625,0.0001572377572557539,1.1834117443322598,195.70636494954428
