Datetime,Open,High,Low,Close,Adj Close,Volume,Percent Price Change Within Period,Change in Close Price
2020-09-17 09:30:00-04:00,137.05999755859375,137.32000732421875,136.38999938964844,137.16000366210938,137.16000366210938,503473,0.07296520158835693,
2020-09-17 10:00:00-04:00,137.1699981689453,137.8800048828125,137.02000427246094,137.6300048828125,137.6300048828125,182520,0.3353551942900959,0.470001220703125
2020-09-17 10:30:00-04:00,137.6199951171875,137.72999572753906,137.25999450683594,137.39999389648438,137.39999389648438,213407,-0.15986137807648332,-0.230010986328125
2020-09-17 11:00:00-04:00,137.38999938964844,137.66000366210938,137.24000549316406,137.3000030517578,137.3000030517578,174106,-0.0655042858216984,-0.0999908447265625
2020-09-17 11:30:00-04:00,137.30999755859375,137.3300018310547,137.02000427246094,137.1699981689453,137.1699981689453,192313,-0.10195862802247602,-0.1300048828125
2020-09-17 12:00:00-04:00,137.16000366210938,137.16000366210938,136.3000030517578,136.43499755859375,136.43499755859375,285640,-0.5285841966741714,-0.7350006103515625
2020-09-17 12:30:00-04:00,136.38099670410156,136.98980712890625,136.3699951171875,136.94000244140625,136.94000244140625,295572,0.4098853585280154,0.5050048828125
2020-09-17 13:00:00-04:00,136.94000244140625,136.9499969482422,136.60000610351562,136.63999938964844,136.63999938964844,141946,-0.21907627165858823,-0.3000030517578125
2020-09-17 13:30:00-04:00,136.63999938964844,136.82000732421875,136.57000732421875,136.75,136.75,157500,0.08050395992602435,0.1100006103515625
2020-09-17 14:00:00-04:00,136.75,136.94000244140625,136.55999755859375,136.58999633789062,136.58999633789062,158444,-0.1170045061128885,-0.160003662109375
2020-09-17 14:30:00-04:00,136.5500030517578,136.64999389648438,136.36000061035156,136.4600067138672,136.4600067138672,218005,-0.06590723975049115,-0.1299896240234375
2020-09-17 15:00:00-04:00,136.5,136.63499450683594,136.19000244140625,136.52999877929688,136.52999877929688,287000,0.021977127690018316,0.0699920654296875
2020-09-17 15:30:00-04:00,136.47000122070312,137.5500030517578,136.4499969482422,137.52000427246094,137.52000427246094,561422,0.7694020974321808,0.9900054931640625
2020-09-18 09:30:00-04:00,136.91000366210938,137.75999450683594,136.89999389648438,137.13999938964844,137.13999938964844,2386310,0.16799044729170154,-0.3800048828125
2020-09-18 10:00:00-04:00,137.1199951171875,137.32000732421875,136.94000244140625,137.0800018310547,137.0800018310547,211915,-0.029166633282500378,-0.05999755859375
2020-09-18 10:30:00-04:00,137.08999633789062,137.58999633789062,136.9499969482422,137.22999572753906,137.22999572753906,204665,0.1021222506297075,0.149993896484375
2020-09-18 11:00:00-04:00,137.22999572753906,137.5,137.0,137.1199951171875,137.1199951171875,229175,-0.0801578472464295,-0.1100006103515625
2020-09-18 11:30:00-04:00,137.14999389648438,137.60000610351562,137.0399932861328,137.52999877929688,137.52999877929688,186757,0.27707247519042055,0.410003662109375
2020-09-18 12:00:00-04:00,137.52000427246094,137.92999267578125,137.47000122070312,137.77000427246094,137.77000427246094,207208,0.1817917337354706,0.2400054931640625
2020-09-18 12:30:00-04:00,137.75,137.77999877929688,137.27999877929688,137.36000061035156,137.36000061035156,179249,-0.28312115400975496,-0.410003662109375
2020-09-18 13:00:00-04:00,137.30999755859375,137.33349609375,136.83999633789062,136.85000610351562,136.85000610351562,319506,-0.3350021580779904,-0.5099945068359375
2020-09-18 13:30:00-04:00,136.80999755859375,136.80999755859375,136.25999450683594,136.5500030517578,136.5500030517578,259460,-0.1900405755979826,-0.3000030517578125
2020-09-18 14:00:00-04:00,136.5500030517578,136.60499572753906,136.2899932861328,136.55499267578125,136.55499267578125,290677,0.003654063648424993,0.0049896240234375
2020-09-18 14:30:00-04:00,136.5449981689453,136.91000366210938,136.4600067138672,136.88999938964844,136.88999938964844,199773,0.2526648543187643,0.3350067138671875
