,Datetime,Adj Close,Volume,Percent Price Change Within Period,Scaled Volume,SMA(3),t+1
0,2020-09-23 09:30:00,110.8906021118164,19053829,-0.6534676731926172,2.031542600447687,,110.7300033569336
1,2020-09-23 10:00:00,110.7300033569336,10770216,-0.12627346097252035,1.1483336299503522,,110.4800033569336
2,2020-09-23 10:30:00,110.4800033569336,9913193,-0.22586376820221782,1.0569567873186965,,110.44999694824219
3,2020-09-23 11:00:00,110.44999694824219,7545272,-0.03186130512855146,0.8044861481629294,110.70020294189453,109.81999969482422
4,2020-09-23 11:30:00,109.81999969482422,9022066,-0.5703020863114997,0.9619437344090085,110.55333455403645,109.44000244140625
5,2020-09-23 12:00:00,109.44000244140625,8567373,-0.3369411942569924,0.9134638094750038,110.25,110.04840087890625
6,2020-09-23 12:30:00,110.04840087890625,6611267,0.551328234057793,0.7049013903417513,109.90333302815755,109.3499984741211
7,2020-09-23 13:00:00,109.3499984741211,5354750,-0.6315595496282608,0.5709300078082601,109.76946767171223,108.75
8,2020-09-23 13:30:00,108.75,8736152,-0.5577913377350716,0.9314592333113866,109.61280059814453,108.05999755859375
9,2020-09-23 14:00:00,108.05999755859375,10168309,-0.6299187739087272,1.084157567910136,109.38279978434245,107.66999816894531
10,2020-09-23 14:30:00,107.66999816894531,9080711,-0.3516935419524895,0.9681965361846124,108.71999867757161,107.66000366210938
11,2020-09-23 15:00:00,107.66000366210938,12577195,-0.01857043370146154,1.340995945572811,108.15999857584636,107.2300033569336
12,2020-09-23 15:30:00,107.2300033569336,16799034,-0.417902068134149,1.791133594059709,107.79666646321614,108.69000244140625
13,2020-09-24 09:30:00,108.69000244140625,28970724,3.3469661821296173,3.088894099543573,107.52000172932942,108.22000122070312
14,2020-09-24 10:00:00,108.22000122070312,15853407,-0.5787756198891905,1.6903096843545498,107.86000315348308,109.16000366210938
15,2020-09-24 10:30:00,109.16000366210938,13234483,0.8779267957438117,1.4110767977082563,108.04666900634766,109.33989715576172
16,2020-09-24 11:00:00,109.33989715576172,10687890,0.16479799158781702,1.1395559309311967,108.69000244140625,109.56199645996094
17,2020-09-24 11:30:00,109.56199645996094,9909508,0.198450077127739,1.056563888102342,108.90663401285808,109.58000183105469
18,2020-09-24 12:00:00,109.58000183105469,9270659,0.00912853541875224,0.988449024745827,109.35396575927734,109.56950378417969
19,2020-09-24 12:30:00,109.56950378417969,8111250,-0.023265145526200227,0.8648314161883841,109.49396514892578,109.76069641113281
20,2020-09-24 13:00:00,109.76069641113281,6840309,0.18318625137950265,0.7293221290967667,109.57050069173177,109.4800033569336
21,2020-09-24 13:30:00,109.4800033569336,8503809,-0.2641826500876821,0.9066865378906489,109.63673400878906,108.93099975585938
22,2020-09-24 14:00:00,108.93099975585938,8070252,-0.5014647280237311,0.8604601591810311,109.60340118408203,108.09500122070312
23,2020-09-24 14:30:00,108.09500122070312,8710491,-0.7734684514361947,0.9287232260411372,109.39056650797527,107.92549896240234
24,2020-09-24 15:00:00,107.92549896240234,11127681,-0.1706610368213731,1.186446986361236,108.83533477783203,108.22000122070312
25,2020-09-24 15:30:00,108.22000122070312,14755666,0.26869351867632374,1.5732671935377147,108.31716664632161,109.1500015258789
26,2020-09-25 09:30:00,109.1500015258789,20552666,0.6640239958283543,2.191350438369777,108.08016713460286,109.91000366210938
27,2020-09-25 10:00:00,109.91000366210938,14754567,0.6142543036563182,1.5731500168107748,108.4318339029948,110.18000030517578
28,2020-09-25 10:30:00,110.18000030517578,10512307,0.25486643341108517,1.1208350562757976,109.0933354695638,110.45999908447266
29,2020-09-25 11:00:00,110.45999908447266,11641572,0.36343951912769523,1.241238674608604,109.74666849772136,109.86499786376953
30,2020-09-25 11:30:00,109.86499786376953,8101164,-0.5212741947996513,0.8637560345069323,110.18333435058594,110.28500366210938
