,timestamp,tweet_text,followers_count
0,2020-09-23 23:57:00,b'$AAPL and  $MSFT better leaving DOW move to Nasdaq. DOW always Redddd.   Stock futures fall following sell-off on Wall Street https://t.co/6ZQOYvnJWP',88
1,2020-09-23 23:51:00,"b""@vitaliyk And $MSFT was a winner. We can look at other companies that looked great: Yahoo, AOL, Sun Microsystems were real companies with great products, lots of growth and huge potential.  I'm not convinced in 1999 it would have been easy to pick winners.""",539
2,2020-09-23 23:51:00,"b""@vitaliyk $MSFT beat the market over the last 20 years, even from the WORST valuation possible. And that's assuming you just bought once!  Point of the tweet isn't that valuation shouldn't be considered. It should.   Point is that companies that can grow for 20+ years should be owned""",44942
3,2020-09-23 23:50:00,b'Are you bullish or bearish?   $aapl $tsla $amzn $fb $spy $qqq $iwm $nflx $zm $msft $nflx $fsly $wmt $crm $lulu',199
4,2020-09-23 23:50:00,b'$gme $dkng $ino $penn $msft $boxl $ibio $lca $mark $tsla $ktov $spaq $nkla $idex $aapl $spy $kodk $xspa $vxrt $avgr $jcpnq $wkhs $evfm $aal  $srne  $nio $blnk $fb   WE ALERTED $NOVN at $.50 RAN TO $1.30 (160% GAIN!)  Daily Alerts  FREE TRIAL!  BEAT THAT  \xf0\x9f\x91\x87\xf0\x9f\x91\x87  \xf0\x9f\x9a\xa8LINK IN BIO\xf0\x9f\x9a\xa8',128
5,2020-09-23 23:50:00,"b""STOCK, OPTIONS updates, alerts Free chatroom https://t.co/n51S1L33Gp   Don't forget to take a trial!  $SPY $BABA $DVAX $ACB $OSTK $TRIL $LK $CODX $SAVE $GSX $INO $KSS $PENN $NVAX $NIO $AAL $NKLA $MSFT $AAPL $AMZN $TSLA $CCL $BILI $CVNA $DAL $TWTR https://t.co/sowLHlPLpR""",11
6,2020-09-23 23:47:00,b'$SPOT 100% ROI \xf0\x9f\x8e\xb6 $QQQ 100% ROI \xf0\x9f\x93\x89 $SQ 150% ROI \xf0\x9f\x92\xb3 $DGLY 150% ROI \xf0\x9f\x93\xb7 $TQQQ 25% ROI \xf0\x9f\x92\xbe  5/7 plays strike big!  The rest of September is only $10!   Message me to join!  $AAPL $MSFT $AMZN $FB $NFLX $NVDA $GOOGL $SPY $DIA $AMD $ZM $BYND $BA $BABA $DAL $WMT $HD $GS $COST $MA $WORK $Z https://t.co/OjRAuvhrcg https://t.co/KNYsvOKf5h',667
7,2020-09-23 23:45:00,b'$nkla $evfm $spi $idex $opti $gme $boxl $jcpnq $tsla $avgr $lca $srne $novn $ibio $spaq $msft $wkhs $blnk $shll $vxrt $spy $nio $sunw $xspa $aal $aapl $ino $fb  WE ALERTED $GEVO at $.58 RAN TO $2.18 (275% GAIN!)   Daily Alerts   $15 ONE TIME FEE!  BEAT THAT \xf0\x9f\x91\x87\xf0\x9f\x91\x87 \xf0\x9f\x9a\xa8LINK IN BIO\xf0\x9f\x9a\xa8',4234
8,2020-09-23 23:44:00,b'To all $AAPL investors:  don\xe2\x80\x99t worry you only have 30 more dollars of pain \xf0\x9f\x91\x89\xf0\x9f\x8f\xbb\xf0\x9f\x91\x88\xf0\x9f\x8f\xbb\xf0\x9f\xa5\xba   $SPY $MSFT $AMZN $AAPL https://t.co/BQOxywlEwb',13
9,2020-09-23 23:43:00,"b""@Spartantrader7 $AMZN $3200+ easy very soon. Perfectly positioned for Covid and the holidays plus Prime day next month. No brainer. $MSFT is a steal at current prices, cloud, new edge contract, new Xbox's, these will go up.""",806
10,2020-09-23 23:42:00,b'$SPOT $TSLA $QQQ $SQ $CHWY $DGLY $TQQQ were the plays today!  5/7 of these plays were wins!  71% Win Rate!  Stop missing out! The rest of September is only $10!  $AAPL $MSFT $AMZN $FB $NFLX $NVDA $GOOGL $SPY $DIA $AMD $ZM $BYND $BA $BABA $DAL $WMT $HD $GS $COST $MA $WORK $SHOP $F https://t.co/buwwaGVwIt',667
11,2020-09-23 23:41:00,"b'FED freedom in the room.  How long will it las?  Or how much armour still available? If it is few, FED should use it wisely.  $SPX $SPY $ES_F $DJI $QQQ $NDX $FB $AMZN $AAPL $MSFT $NFLX $GOOGL $TSLA #TRMX https://t.co/mv3mTqcnip'",9
12,2020-09-23 23:37:00,b'@BrianFeroldi $MSFT',64
13,2020-09-23 23:36:00,b'$amzn in the $2600s and $msft in $180s. And $tsla lower than current prices. https://t.co/LTsTT3JoCs',1465
14,2020-09-23 23:33:00,b'UT Watchlist Recap $ZM $FB $SPY $AMD $QCOM $MSFT $TWTR $SPAQ $NIO $NKLA $WMT $BA $ATVI  $PYPL $AMZN $SQ $FSLY $ETSY $SHOP $LYFT $UBER $CSCO $BP $DJI $TSLA $CRM $BIGC $SHOP $APPL $ROKU $WMT #DOCU #TDOC https://t.co/NH1xawVkVs',1504
