,date_time,neg_x,neu_x,pos_x,compound_x,change in sentiment headlines,change in sentiment headlines (t-1),change in sentiment headlines (t-2),change in sentiment headlines (t-3),followers_count,neg_y,neu_y,pos_y,compound_y,scaled_followers_count,adj compound,change in sentiment twitter,change in sentiment twitter (t-1),change in sentiment twitter (t-2),change in sentiment twitter (t-3),Scaled Volume,Scaled Volume (t-1),Scaled Volume (t-2),Scaled Volume (t-3),Percent Price Change in Current Period,Returns (1 period),Returns (2 period),Returns (3 period),Returns (4 period)
0,2020-09-23 09:30:00,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,442.0,0.0,0.885,0.099,0.3382,1.0002042542179421,0.33888719316811233,-0.06337255317772428,-0.13229554762773965,0.5345552939735763,0.0,0.1327976,0.0,0.0,0.0,-1.6132029332584112,-0.018826761120765423,-0.013867701469259641,-0.00896394349835894,-0.010240296924140857
1,2020-09-23 10:00:00,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1536.0,0.0,0.928,0.0,0.0,1.0007098065130293,0.0,0.0,-0.06337255317772428,-0.13229554762773965,0.5345552939735763,0.0687323,0.1327976,0.0,0.0,0.3055054283172284,0.004214521514870784,-0.014691585395693485,-0.009711625680592917,-0.004787200716220186
2,2020-09-23 10:30:00,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1937.0,0.0,0.922,0.049,0.2023,1.000895114072746,0.2027110561144563,0.2027110561144563,0.0,-0.06337255317772428,-0.13229554762773965,0.0612774,0.0687323,0.1327976,0.0,-0.21877239285145547,-0.0021796643689058204,0.0020256709035868514,-0.01683922703938956,-0.01187012196503856
3,2020-09-23 11:00:00,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1085.0,0.0,0.9165000000000001,0.0,0.0,1.00050139327255,0.0,0.0,0.2027110561144563,0.0,-0.06337255317772428,0.0410263,0.0612774,0.0687323,0.1327976,-0.11617091707664084,-0.0009019436111044055,-0.0030796420456583595,0.0011219002515527876,-0.01772598261724989
4,2020-09-23 11:30:00,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,299.5,0.0,0.8705,0.109,0.46775,1.0001384030277685,0.46775829089589965,0.46775829089589965,0.0,0.2027110561144563,0.0,0.030959,0.0410263,0.0612774,0.0687323,-0.6124285336559292,-0.006032233499171258,-0.006928736375810374,-0.009093298424916352,-0.004917100811898556
5,2020-09-23 12:00:00,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,129.0,0.0,0.903,0.095,0.4019,1.0000596126563677,0.40271662606228364,-0.06504166483361601,0.46775829089589965,0.0,0.2027110561144563,0.0451061,0.030959,0.0410263,0.0612774,0.2946954813359529,0.00262026042773833,-0.003427779094161698,-0.004326631041811968,-0.006496864807198466
6,2020-09-23 12:30:00,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,871.0,0.0,0.909,0.078,0.3724,1.0004025009588857,0.37285776235345225,-0.029858863708831396,-0.06504166483361601,0.46775829089589965,0.0,0.0295727,0.0451061,0.030959,0.0410263,-0.08067186096595085,-0.001214486027791395,0.0014025921302682764,-0.00463810213213689,-0.005535862436655603
7,2020-09-23 13:00:00,0.1045,0.8955,0.0,-0.2202,-0.2202,0.0,0.0,0.0,205.0,0.0,0.886,0.065,0.4404,1.0000947332911267,0.44040610544508474,0.06754834309163249,-0.029858863708831396,-0.06504166483361601,0.46775829089589965,0.0208091,0.0295727,0.0451061,0.030959,-0.019485950725281132,-9.153437874054315e-05,-0.0013059092393078453,0.0013109293661284216,-0.004729211965080249
8,2020-09-23 13:30:00,0.1045,0.8955,0.0,-0.2202,0.0,-0.2202,0.0,0.0,723.0,0.0,0.9219999999999999,0.0305,0.2202,1.0003341081438282,0.2202657352920789,-0.22014037015300583,0.06754834309163249,-0.029858863708831396,-0.06504166483361601,0.0247557,0.0208091,0.0295727,0.0451061,-0.3975103007933911,-0.004789114855753507,-0.004880210865841006,-0.00608876994572316,-0.0034844636809272522
9,2020-09-23 14:00:00,0.1045,0.8955,0.0,-0.2202,0.0,0.0,-0.2202,0.0,646.0,0.0,0.831,0.147,0.3182,1.0002985253954537,0.318225585752113,0.09795985046003411,-0.22014037015300583,0.06754834309163249,-0.029858863708831396,0.0235073,0.0247557,0.0208091,0.0295727,-0.7458410202935749,-0.007669977797306049,-0.012422360248447228,-0.012512757554159926,-0.013712047012732653
10,2020-09-23 14:30:00,0.1045,0.8955,0.0,-0.2202,0.0,0.0,0.0,-0.2202,442.0,0.0,0.9219999999999999,0.062,0.24975,1.0002042542179421,0.2497785400906667,-0.06844704566144633,0.09795985046003411,-0.22014037015300583,0.06754834309163249,0.0203223,0.0235073,0.0247557,0.0208091,-0.4383976642916895,-0.003932433900198595,-0.011572250016800734,-0.016305944038084386,-0.016395985862367568
11,2020-09-23 15:00:00,0.1045,0.8955,0.0,-0.2202,0.0,0.0,0.0,0.0,233.5,0.0,0.9145000000000001,0.0485,0.0386,1.0001079035291616,0.038715034589204105,-0.21106350550146258,-0.06844704566144633,0.09795985046003411,-0.22014037015300583,0.0356057,0.0203223,0.0235073,0.0247557,-0.07410962755712902,-0.0008806236509517618,-0.004809594556852037,-0.012442682870693056,-0.017172208289065072
