,date_time,neg_x,neu_x,pos_x,compound_x,change in sentiment_x,followers_count,neg_y,neu_y,pos_y,compound_y,scaled_followers_count,adj compound,change in sentiment_y,Price Change,returns
27,2020-09-25 10:00:00,0.146,0.6940000000000001,0.16,0.0516,0.3916,644.0,0.0,0.9295,0.0,0.0,1.0042149907060764,0.0,0.08973768849647877,0.0,0.0
28,2020-09-25 10:30:00,0.146,0.6940000000000001,0.16,0.0516,0.0,4396.0,0.0,0.787,0.109,0.0258,1.0287718930806085,0.02580253292143362,-0.08973768849647877,0.0,0.0
29,2020-09-25 11:00:00,0.146,0.6940000000000001,0.16,0.0516,0.0,4396.0,0.0,0.861,0.139,0.4404,1.0287718930806085,0.45307114171269997,0.02580253292143362,0.0,0.0
30,2020-09-25 11:30:00,0.146,0.6940000000000001,0.16,0.0516,0.0,2287.0,0.0,0.8155,0.16649999999999998,0.384,1.0149684530198706,0.3939501911144854,0.4272686087912663,0.0,0.0
31,2020-09-25 12:00:00,0.146,0.6940000000000001,0.16,0.0516,0.0,727.0,0.0,0.949,0.051,0.34,1.0047582270858968,0.3497824436474069,-0.05912095059821454,0.0,0.0
32,2020-09-25 12:30:00,0.33299999999999996,0.667,0.0,-0.5423,0.0,644.0,0.0,1.0,0.0,0.0,1.0042149907060764,0.0,-0.04416774746707852,0.0,0.0
33,2020-09-25 13:00:00,0.266,0.7340000000000001,0.0,-0.4404,-0.5939,385.5,0.0,0.935,0.0,0.0,1.002523103908684,0.0,-0.3497824436474069,0.0,0.0
34,2020-09-25 13:30:00,0.0,0.8540000000000001,0.146,0.0516,0.10189999999999999,336.0,0.0,0.935,0.045,0.1779,1.002199125585779,0.18306858719271146,0.0,0.0,0.0
35,2020-09-25 14:00:00,0.0,1.0,0.0,0.0,0.492,1164.0,0.0,0.951,0.049,0.2023,1.0076183993507344,0.20830857004476794,0.18306858719271146,0.0,0.0
36,2020-09-25 14:30:00,0.49,0.51,0.0,-0.5859,-0.0516,130.0,0.0,0.952,0.0,0.0,1.0008508521611645,0.0,0.025239982852056475,0.0,0.0
37,2020-09-25 15:00:00,0.49,0.51,0.0,-0.5859,-0.5859,1248.0,0.0,0.86,0.085,0.2023,1.0081681807471792,0.20325067282770898,-0.20830857004476794,0.0,0.0
38,2020-09-25 15:30:00,0.0,0.725,0.275,0.5859,0.0,3999.0,0.0,0.946,0.0,0.0,1.0261735214807446,0.0,0.20325067282770898,0.0,0.0
