,date_time,neg_x,neu_x,pos_x,compound_x,change in sentiment_x,followers_count,neg_y,neu_y,pos_y,compound_y,scaled_followers_count,adj compound,change in sentiment_y,Price Change,returns
26,2020-09-25 09:30:00,0.0,1.0,0.0,0.0,0.0,7512.5,0.0,0.976,0.024,0.10115,1.0102483895874999,0.10176252267946448,0.0005526364792194788,0.0,0.0
27,2020-09-25 10:00:00,0.0,1.0,0.0,0.0,0.0,4168.0,0.093,0.8154999999999999,0.0915,0.10485,1.0056858952147354,0.10333574761064174,0.0,0.0,0.0
28,2020-09-25 10:30:00,0.0,1.0,0.0,0.0,0.0,43458.0,0.136,0.864,0.0,-0.4767,1.059284461190491,-0.5049609026495071,0.0015732249311772584,0.0,0.0
29,2020-09-25 11:00:00,0.0,1.0,0.0,0.0,0.0,18206.0,0.0,1.0,0.0,0.0,1.0248362303933471,0.0,-0.6082966502601488,0.0,0.0
30,2020-09-25 11:30:00,0.0,1.0,0.0,0.0,0.0,4439.0,0.0,1.0,0.0,0.0,1.0060555875379582,0.0,0.5049609026495071,0.0,0.0
31,2020-09-25 12:00:00,0.0,1.0,0.0,0.0,0.0,161.0,0.0,0.846,0.048,0.2023,1.0002196327086306,0.20245482100616335,0.0,0.0,0.0
32,2020-09-25 12:30:00,0.0,1.0,0.0,0.0,0.0,129.0,0.0,1.0,0.0,0.0,1.0001759790025675,0.0,0.20245482100616335,0.0,0.0
33,2020-09-25 13:00:00,0.0,1.0,0.0,0.0,0.0,211.0,0.036,0.927,0.036,0.0,1.0002878416243544,0.0,-0.20245482100616335,0.0,0.0
34,2020-09-25 13:30:00,0.231,0.769,0.0,-0.2732,0.0,838.0,0.0155,0.894,0.064,0.11405,1.0011431814275307,0.11418037984180988,0.0,0.0,0.0
35,2020-09-25 14:00:00,0.231,0.769,0.0,-0.2732,-0.2732,838.0,0.0,0.915,0.049,0.25,1.0011431814275307,0.2546750390837087,0.11418037984180988,0.0,0.0
36,2020-09-25 14:30:00,0.0,0.8105,0.1895,0.33525,0.0,838.0,0.0,0.944,0.024,0.0,1.0011431814275307,0.0,0.1404946592418988,0.0,0.0
37,2020-09-25 15:00:00,0.0,0.8105,0.1895,0.33525,0.6084499999999999,1248.0,0.0,0.97,0.03,0.0,1.0017024945364659,0.0,-0.2546750390837087,0.0,0.0
38,2020-09-25 15:30:00,0.0,0.8105,0.1895,0.33525,0.0,838.0,0.0,0.902,0.062,0.2023,1.0011431814275307,0.20253126560278947,0.0,0.0,0.0
