,ticker,date,time,headline,neg,neu,pos,compound
0,GOOG,2020-09-30,04:55PM,Tech Companies Wager Billions On Race To Win Over These Consumers,0.0,0.725,0.275,0.5859
1,GOOG,2020-09-30,04:35PM,"Google Unveils New Chromecast, Pixel Phones And Smart Speaker",0.0,0.748,0.252,0.4019
2,GOOG,2020-09-30,04:25PM,"Alphabet Inc. Cl A stock falls Wednesday, underperforms market",0.0,1.0,0.0,0.0
3,GOOG,2020-09-30,04:18PM,FCC commissioner calls for new scrutiny of undersea data cables,0.0,1.0,0.0,0.0
4,GOOG,2020-09-30,04:12PM,"Streaming Wars Likely A Fallacy, As Netflix, Other Leaders Hold Strong",0.242,0.537,0.221,-0.0772
5,GOOG,2020-09-30,04:09PM,FCC commissioner calls for new scrutiny of undersea data cables,0.0,1.0,0.0,0.0
6,GOOG,2020-09-30,03:34PM,Google Debuts 5G Pixel Phones Ahead of Apples iPhone Launch,0.0,1.0,0.0,0.0
7,GOOG,2020-09-30,03:31PM,Apples App Store war doesnt end with Epic,0.358,0.642,0.0,-0.5994
8,GOOG,2020-09-30,02:59PM,"A new Google Assistant feature, 'Hold for Me,' waits on hold so you don't have to",0.0,1.0,0.0,0.0
9,GOOG,2020-09-30,02:57PM,"Google introduces new Pixel 5 smartphone,  Chromecast, Nest speaker",0.0,1.0,0.0,0.0
10,GOOG,2020-09-30,02:48PM,"Pixel 5 and 4a 5g get the same, improved cameras with rear ultrawide lens, Night Sight portraits and more",0.0,0.846,0.154,0.4767
11,GOOG,2020-09-30,02:33PM,Google unveils the $99 Nest Audio smart speaker,0.0,0.722,0.278,0.4019
12,GOOG,2020-09-30,02:32PM,Google launches the $499 Pixel 4a 5G,0.0,1.0,0.0,0.0
13,GOOG,2020-09-30,02:26PM,"Alphabet Inc's Google launches Google TV, new Chromecast",0.0,1.0,0.0,0.0
14,GOOG,2020-09-30,02:24PM,"Google Launches $99 Nest Audio Speaker, New Chromecast TV Device",0.0,1.0,0.0,0.0
15,GOOG,2020-09-30,02:20PM,"Googles Overhauled Chromecast Has New Google TV Interface  and, Finally, a Remote Control",0.0,1.0,0.0,0.0
16,GOOG,2020-09-30,02:10PM,"The new Google TV brings streaming apps, live TV and search into a single interface",0.0,1.0,0.0,0.0
17,GOOG,2020-09-30,01:00PM,Meet the lawyers behind the upcoming U.S./Google antitrust showdown,0.0,1.0,0.0,0.0
18,GOOG,2020-09-30,11:05AM,3 Stock Predictions for the Fourth Quarter,0.0,1.0,0.0,0.0
19,GOOG,2020-09-30,11:02AM,What to expect from Google's Pixel 5 launch event,0.0,1.0,0.0,0.0
20,GOOG,2020-09-30,11:00AM,Google Is Reportedly About to Clinch Its Fitbit Acquisition,0.0,1.0,0.0,0.0
21,GOOG,2020-09-30,10:58AM,Europe eyeing limits on how big tech can use data and bundle apps -- reports,0.0,1.0,0.0,0.0
22,GOOG,2020-09-30,09:25AM,China to Open Antitrust Probe Into Google's Android OS,0.0,1.0,0.0,0.0
23,GOOG,2020-09-30,09:00AM,Google Is Stoking Antitrust Criticisms at the Worst Possible Time,0.429,0.571,0.0,-0.7184
24,GOOG,2020-09-30,08:58AM,Big Tech Faces Ban From Favoring Own Services Under EU Rules,0.234,0.584,0.182,-0.2023
25,GOOG,2020-09-30,08:45AM,6 Things to Know About Amazon's Luna Cloud Gaming Service,0.0,1.0,0.0,0.0
26,GOOG,2020-09-30,08:09AM,"U.S. tech giants face curbs on data sharing, digital marketplaces, under draft EU rules",0.0,0.823,0.177,0.4215
27,GOOG,2020-09-30,07:59AM,"U.S. tech giants face curbs on data sharing, digital marketplaces, under draft EU rules",0.0,0.823,0.177,0.4215
28,GOOG,2020-09-30,05:32AM,Exclusive: China preparing an antitrust investigation into Google - sources,0.0,0.842,0.158,0.128
29,GOOG,2020-09-30,04:16AM,Alibaba Expects First Profit From Its Cloud Arm This Year,0.0,0.756,0.244,0.4404
30,GOOG,2020-09-30,02:23AM,"Apple Key Services Suffer Outage, Following Similar Woes For Google, Microsoft",0.416,0.584,0.0,-0.7506
31,GOOG,2020-09-29,10:44PM,U.S. House Judiciary antitrust report likely to come out as soon as Monday Oct. 5 - source,0.0,1.0,0.0,0.0
32,GOOG,2020-09-29,10:13PM,U.S. expected to sue Google next week as DOJ seeks support from states,0.0,0.816,0.184,0.4019
33,GOOG,2020-09-29,07:59PM,U.S. expected to sue Google next week as DOJ seeks support from states,0.0,0.816,0.184,0.4019
34,GOOG,2020-09-29,07:45PM,Google Sees Deal Within Reach on World-First Law to Pay for News,0.112,0.8,0.088,-0.0772
35,GOOG,2020-09-29,04:25PM,Alphabet Inc. Cl A stock outperforms market on strong trading day,0.0,0.732,0.268,0.5106
36,GOOG,2020-09-29,04:11PM,Walmart Eyes Biggest India Investment Ever Amid 'Super App' Race,0.0,0.698,0.302,0.5994
37,GOOG,2020-09-29,03:42PM,Google Is Getting Closer to Buying Fitbit. Heres What It Means for Competitors.,0.0,1.0,0.0,0.0
38,GOOG,2020-09-29,03:36PM,Report: Google's $2.1 Billion Fitbit Deal Is Close to Approval In Europe,0.0,0.78,0.22,0.4767
39,GOOG,2020-09-29,02:19PM,"Fitbit, Eventbrite, Stitch Fix: Midday Tech Stock Movers",0.0,1.0,0.0,0.0
40,GOOG,2020-09-29,12:45PM,Better Buy: Netflix vs. Alphabet,0.0,0.58,0.42,0.4404
41,GOOG,2020-09-29,12:31PM,"Stock Markets Ease Lower; Fitbit, Tortoise Speed Toward Completing Deals",0.173,0.63,0.197,0.0772
42,GOOG,2020-09-29,10:55AM,Google Isn't Giving Up on Fitbit Just Yet,0.225,0.775,0.0,-0.2584
43,GOOG,2020-09-29,10:46AM,Google Set to Win EU Approval for Fitbit Purchase,0.0,0.504,0.496,0.7845
44,GOOG,2020-09-29,10:26AM,Google offers Europe more checks Fitbit data won't be used for ads,0.0,1.0,0.0,0.0
45,GOOG,2020-09-29,09:00AM,IDC: Wearables Market to Approach 400 Million Units This Year,0.0,1.0,0.0,0.0
