,ticker,date,time,headline,neg,neu,pos,compound
0,AMZN,2020-09-23,08:31PM,Dow Jones Futures Fall After Stock Market Sells Off Bearishly; Tesla Extends Battery Day Dive,0.0,0.903,0.097,0.128
1,AMZN,2020-09-23,06:34PM,"September Sell-Off: S&P 500 Craters 78 Points, Approaching Correction Levels as Apple, Oxy, Lead Tech Stocks, Energy Stocks Down",0.0,0.896,0.104,0.2732
2,AMZN,2020-09-23,05:16PM,Amazon Prime Day Begins Oct. 13: Report,0.0,0.779,0.221,0.1779
3,AMZN,2020-09-23,04:36PM,US STOCKS-Wall Street closes lower on fears of a slowing economy,0.385,0.615,0.0,-0.6124
4,AMZN,2020-09-23,04:25PM,"Netflix Inc. stock falls Wednesday, underperforms market",0.0,1.0,0.0,0.0
5,AMZN,2020-09-23,04:25PM,"Amazon.com Inc. stock falls Wednesday, underperforms market",0.0,1.0,0.0,0.0
6,AMZN,2020-09-23,04:25PM,3M Co. stock outperforms market despite losses on the day,0.0,0.799,0.201,0.3089
7,AMZN,2020-09-23,04:01PM,Peloton Stock Rises As Amazon Denies Echelon Bike Ties,0.243,0.609,0.148,-0.2732
8,AMZN,2020-09-23,04:01PM,US STOCKS-Wall Street closes lower on fears of a slowing economy,0.385,0.615,0.0,-0.6124
9,AMZN,2020-09-23,03:41PM,Amazon denies connection to Echelon Fitness Prime Bike,0.241,0.431,0.328,0.0
10,AMZN,2020-09-23,02:52PM,"US STOCKS-Wall Street retreats as business activity slows, raising fears over economy",0.203,0.797,0.0,-0.4215
11,AMZN,2020-09-23,01:28PM,7 of the biggest reasons why the stock market is having a dreadful September,0.209,0.791,0.0,-0.4404
12,AMZN,2020-09-23,01:28PM,Don't Sweat the Prime Bike Snafu: These 2 Other Recent Amazon Announcements Are Much Bigger Deals,0.192,0.714,0.093,-0.4215
13,AMZN,2020-09-23,01:15PM,Amazon tells Echelon to stop selling Prime Bike,0.222,0.606,0.172,-0.128
14,AMZN,2020-09-23,01:14PM,US STOCKS-Wall Street retreats as business activity slows,0.0,1.0,0.0,0.0
15,AMZN,2020-09-23,12:32PM,Why a president Joe Biden might be great for Tesla stock: analyst,0.0,0.709,0.291,0.6249
16,AMZN,2020-09-23,12:30PM,Where Will Amazon Be in 10 Years?,0.0,0.779,0.221,0.1779
17,AMZN,2020-09-23,12:29PM,Top Strategists on Where to Invest Now,0.0,0.769,0.231,0.2023
18,AMZN,2020-09-23,12:17PM,The Biggest Retail Takeovers and Mergers of the 2000s and 2010s,0.0,1.0,0.0,0.0
19,AMZN,2020-09-23,12:02PM,Peloton Shares Rebound After Amazon Denies Echelon Partnership,0.239,0.427,0.333,0.0258
20,AMZN,2020-09-23,11:58AM,US STOCKS-Wall Street retreats as business activity slows,0.0,1.0,0.0,0.0
21,AMZN,2020-09-23,11:37AM,Google Antitrust Lawsuit to Narrowly Focus on Search Dominance,0.178,0.654,0.168,-0.0258
22,AMZN,2020-09-23,11:25AM,Is Target Stock a Buy?,0.0,1.0,0.0,0.0
23,AMZN,2020-09-23,11:21AM,"Amazon (AMZN) Has Risen 80% in Last One Year, Outperforms Market",0.0,0.855,0.145,0.1779
24,AMZN,2020-09-23,11:03AM,Amazon Prime Day: You Only Have a Few Weeks to Prepare,0.0,0.841,0.159,0.1779
25,AMZN,2020-09-23,10:44AM,Peloton Rebounds as Amazon Debunks $499 'Prime Bike' Offering,0.0,0.825,0.175,0.1779
